WLMouse Beast X Mini Omron Optical (unit 1) - SapphireOS 25H2 - 8Khz High Speed Turbo Mode - No Buttons Held
3200
xCount,yCount,Time (ms),buttonflags
2,2,0,0
4,3,0.1061,0
2,3,0.1361,0
4,3,0.1561,0
2,3,0.1676,0
4,3,0.1866,0
2,2,0.2124,0
4,4,0.2335,0
2,2,0.264,0
4,4,0.2757,0
2,2,0.6274,0
3,4,0.6423,0
3,2,0.6593,0
3,3,0.7795,0
2,3,1.274,0
4,4,1.2797,0
2,2,1.284,0
3,3,1.2881,0
2,3,1.3217,0
4,3,1.4433,0
1,3,1.5698,0
4,4,1.6932,0
2,2,1.8179,0
3,3,1.9429,0
2,3,2.068,0
3,4,2.1929,0
2,2,2.3179,0
3,4,2.4429,0
3,3,2.568,0
2,3,2.6929,0
3,3,2.8189,0
2,3,2.9439,0
3,3,3.0698,0
1,3,3.1939,0
3,2,3.3223,0
2,4,3.4439,0
2,3,3.5688,0
3,3,3.6939,0
2,3,3.8173,0
3,4,3.9419,0
2,2,4.0671,0
2,4,4.192,0
2,2,4.317,0
2,4,4.4419,0
2,3,4.5672,0
3,3,4.692,0
2,3,4.8178,0
2,4,4.9419,0
2,2,5.0669,0
2,4,5.192,0
2,3,5.3169,0
2,4,5.4422,0
2,2,5.567,0
3,4,5.6919,0
1,3,5.8169,0
3,4,5.9418,0
1,3,6.0669,0
3,3,6.1919,0
1,3,6.3169,0
2,4,6.4419,0
2,2,6.5669,0
2,4,6.692,0
1,3,6.8169,0
3,4,6.9421,0
1,3,7.0672,0
2,3,7.192,0
2,3,7.3169,0
2,4,7.4419,0
1,3,7.5669,0
2,4,7.6919,0
1,2,7.8178,0
3,5,7.9425,0
1,2,8.0744,0
2,4,8.1935,0
1,3,8.3171,0
2,4,8.4421,0
2,5,8.567,0
1,2,8.6919,0
2,4,8.817,0
1,3,8.9418,0
1,3,9.0669,0
2,4,9.1919,0
1,4,9.3181,0
1,3,9.444,0
2,4,9.5745,0
1,3,9.6933,0
2,4,9.8171,0
1,3,9.9419,0
1,4,10.0744,0
1,3,10.1932,0
2,4,10.317,0
1,3,10.4478,0
1,4,10.568,0
1,3,10.6923,0
1,4,10.817,0
1,3,10.9496,0
2,4,11.0683,0
1,3,11.192,0
1,4,11.3189,0
1,3,11.4512,0
1,4,11.5683,0
1,3,11.692,0
1,4,11.8244,0
1,3,11.9432,0
1,5,12.067,0
1,2,12.2054,0
1,5,12.3178,0
1,3,12.4496,0
1,4,12.5683,0
0,3,12.692,0
1,4,12.8169,0
1,3,12.9494,0
1,4,13.0682,0
1,3,13.1924,0
1,5,13.3245,0
0,3,13.4448,0
1,4,13.567,0
1,3,13.6993,0
1,4,13.8182,0
0,3,13.942,0
1,4,14.0669,0
0,4,14.192,0
1,4,14.317,0
0,3,14.4419,0
1,5,14.5669,0
0,3,14.6921,0
1,4,14.8172,0
0,3,14.9501,0
1,4,15.0682,0
0,3,15.1951,0
1,5,15.3171,0
0,3,15.4514,0
1,4,15.5687,0
0,3,15.6924,0
1,5,15.817,0
0,3,15.9459,0
