WLMouse Beast X Mini Omron Optical (unit 2) - SapphireOS 25H2 - 8Khz High Speed Turbo Mode - No Buttons Held
3200
xCount,yCount,Time (ms),buttonflags
-5,-1,0,0
-3,0,0.0054,0
-6,-1,0.009,0
-4,0,0.0267,0
-5,-1,0.0464,0
-4,-1,0.0634,0
-5,0,0.0673,0
-4,-1,0.0771,0
-6,0,0.0807,0
-3,-1,0.1807,0
-6,-1,0.2553,0
-3,-1,0.5608,0
-6,0,0.5704,0
-4,-1,0.574,0
-5,0,0.6846,0
-4,-1,0.8078,0
-5,-1,1.2894,0
-4,0,1.2958,0
-6,-2,1.3163,0
-3,0,1.3495,0
-6,-1,1.4083,0
-3,-1,1.5304,0
-6,0,1.6551,0
-3,-1,1.7914,0
-6,-1,1.906,0
-4,-1,2.0302,0
-5,0,2.155,0
-5,-1,2.28,0
-4,-1,2.405,0
-6,-1,2.5328,0
-3,0,2.6541,0
-6,-1,2.7789,0
-4,-1,2.904,0
-5,-1,3.0292,0
-4,0,3.154,0
-3,-1,3.279,0
-6,-1,3.4039,0
-3,-1,3.5293,0
-6,-1,3.6542,0
-4,-1,3.779,0
-5,-1,3.904,0
-4,-1,4.0291,0
-5,0,4.154,0
-5,-1,4.279,0
-4,-1,4.404,0
-6,-1,4.529,0
-3,-1,4.6539,0
-6,-1,4.7792,0
-4,-1,4.9041,0
-4,-1,5.0291,0
-4,-1,5.1542,0
-5,-1,5.2792,0
-4,0,5.404,0
-6,-2,5.5289,0
-5,-1,5.654,0
-4,0,5.7789,0
-3,-1,5.904,0
-6,-1,6.0292,0
-3,-1,6.1541,0
-5,-1,6.279,0
-4,-1,6.404,0
-6,-1,6.529,0
-3,-1,6.654,0
-6,-1,6.779,0
-3,-1,6.9041,0
-5,-1,7.0289,0
-4,-1,7.1541,0
-5,-1,7.279,0
-4,-1,7.4043,0
-6,-1,7.5291,0
-3,-1,7.654,0
-5,-1,7.7791,0
-4,-1,7.904,0
-5,-2,8.0289,0
-4,-1,8.154,0
-5,0,8.279,0
-3,-1,8.404,0
-6,-2,8.529,0
-3,-1,8.6542,0
-6,-1,8.779,0
-3,-1,8.9039,0
-5,-1,9.0293,0
-4,-1,9.1541,0
-5,-2,9.279,0
-3,-1,9.404,0
-6,-1,9.529,0
-3,-1,9.6547,0
-5,-1,9.779,0
-4,-1,9.904,0
-5,-1,10.0291,0
-4,-1,10.154,0
-5,-2,10.2799,0
-3,-1,10.4039,0
-6,-1,10.5289,0
-3,-1,10.6539,0
-5,-2,10.7791,0
-4,0,10.904,0
-5,-2,11.029,0
-4,-1,11.1539,0
-5,-1,11.2793,0
-3,-1,11.4042,0
-5,-2,11.5292,0
-4,-1,11.654,0
-5,-2,11.779,0
-3,0,11.904,0
-5,-2,12.0291,0
-4,-1,12.154,0
-5,-1,12.279,0
-3,-1,12.404,0
-5,-2,12.5291,0
-4,-1,12.6541,0
-4,-2,12.7791,0
-4,0,13.2148,0
-5,-2,13.2204,0
-3,-1,13.2241,0
-5,-1,13.349,0
-3,-2,13.405,0
-5,-1,13.5291,0
-3,-1,13.654,0
-5,-2,13.779,0
-4,-1,13.9042,0
-5,-1,14.029,0
-3,-2,14.154,0
-5,-1,14.279,0
-5,-2,14.404,0
-3,-1,14.532,0
-5,-2,14.655,0
-3,-1,14.7913,0
-5,-2,15.2372,0
-4,-1,15.2423,0
-4,-1,15.2458,0
-4,-2,15.372,0
-4,-1,15.4059,0
-4,-1,15.5301,0
-4,-2,16.082,0
-3,-1,16.0875,0
-5,-2,16.0921,0
-4,-1,16.0956,0
-4,-2,16.162,0
-4,-1,16.2838,0
-4,-1,16.4118,0
-4,-2,16.5313,0
-4,-1,16.6602,0
-3,-2,16.7804,0
-5,-1,16.9103,0
-3,-2,17.0301,0
-5,-1,17.16,0
-3,-2,17.2801,0
-4,-1,17.4102,0
-4,-2,17.9176,0
-4,-1,17.9238,0
-4,-2,17.929,0
-4,-2,17.9461,0
-3,0,18.03,0
-5,-2,18.1543,0
-3,-1,18.2792,0
-4,-2,18.404,0
-4,-2,18.5291,0
-4,-1,18.655,0
-3,-2,18.7852,0
-4,-1,18.9054,0
-4,-2,19.0352,0
-4,-1,19.1552,0
-3,-2,19.2852,0
-5,-2,19.4053,0
-2,-1,19.5391,0
-5,-2,19.6549,0
-3,-2,19.7791,0
-4,-1,19.9041,0
-3,-2,20.029,0
-5,-2,20.1541,0
-3,-1,20.2792,0
-4,-2,20.4041,0
-3,-1,20.5292,0
-4,-2,20.6543,0
-3,-1,20.7794,0
-4,-2,20.9041,0
-3,-1,21.029,0
-4,-2,21.154,0
-3,-1,21.2791,0
-5,-3,21.4041,0
-3,-1,21.5291,0
-4,-1,21.6541,0
-2,-2,21.7791,0
-5,-2,21.904,0
-2,-1,22.0291,0
-4,-2,22.154,0
-3,-2,22.279,0
-5,-1,22.404,0
-3,-2,22.529,0
-4,-2,22.654,0
-3,-1,22.779,0
-4,-2,22.9045,0
-2,-2,23.0292,0
-4,-1,23.1542,0
-3,-2,23.2791,0
-4,-2,23.4039,0
-3,-1,23.529,0
-4,-2,23.654,0
-4,-2,23.779,0
-3,-2,23.904,0
-4,-2,24.029,0
-2,-1,24.221,0
-4,-2,24.2812,0
-3,-1,24.4063,0
-4,-3,24.5313,0
-2,-1,24.6561,0
-4,-2,24.7809,0
-3,-1,25.0134,0
-3,-3,25.0646,0
-3,-1,25.16,0
-4,-2,25.2805,0
-3,-1,25.4048,0
-3,-3,25.5299,0
-3,-1,25.6789,0
-4,-2,25.7917,0
-2,-2,25.9068,0
-4,-2,26.0301,0
-2,-2,26.1556,0
-4,-2,26.2852,0
-3,-1,26.4091,0
-3,-2,26.5417,0
-3,-2,26.6589,0
-3,-2,26.7912,0
-2,-1,26.9383,0
-4,-3,27.0312,0
-2,-1,27.1654,0
-4,-2,27.2865,0
-3,-2,27.4123,0
-3,-2,27.5326,0
-3,-2,27.6653,0
-3,-2,27.7899,0
-2,-1,27.9157,0
-4,-2,28.0376,0
-2,-2,28.166,0
-4,-2,28.2864,0
-2,-2,28.4125,0
-4,-2,28.541,0
-2,-2,28.6628,0
-4,-1,28.7946,0
-2,-2,28.9128,0
-3,-3,29.0407,0
-2,-1,29.1655,0
-4,-2,29.3095,0
-2,-2,29.4065,0
-3,-2,29.5384,0
-2,-2,29.6561,0
-3,-2,29.7795,0
-3,-2,29.9045,0
-3,-2,30.0294,0
-2,-1,30.1555,0
-3,-3,30.2794,0
-2,-1,30.4043,0
-4,-3,30.5748,0
-2,-1,30.6665,0
-3,-2,30.7876,0
-2,-2,30.9094,0
-3,-3,31.0409,0
-2,-1,31.163,0
-4,-2,31.291,0
-1,-2,31.4538,0
-3,-2,31.5465,0
-2,-2,31.656,0
-3,-2,31.7818,0
-2,-2,31.9048,0
-3,-2,32.0354,0
-2,-2,32.1553,0
-3,-2,32.2796,0
-2,-2,32.4303,0
-3,-2,32.5346,0
-2,-2,32.6738,0
-3,-2,32.8201,0
-2,-2,32.9427,0
-2,-2,33.0419,0
-3,-2,33.1556,0
-2,-2,33.2797,0
-2,-1,33.4103,0
-3,-3,33.5303,0
-3,-2,33.6544,0
-2,-2,33.7793,0
-2,-3,33.9048,0
-2,-1,34.0368,0
-3,-2,34.1552,0
-1,-2,34.2795,0
-3,-2,34.4043,0
-2,-2,34.5296,0
-3,-2,34.6544,0
-2,-2,34.7824,0
-2,-2,34.9044,0
-2,-2,35.0293,0
-2,-2,35.1542,0
-2,-2,35.2794,0
-2,-3,35.4042,0
-2,-1,35.5292,0
-3,-3,35.6543,0
-2,-1,35.7793,0
-2,-3,35.9042,0
-1,-2,36.0293,0
-2,-2,36.1543,0
-2,-2,36.2795,0
-2,-2,36.4043,0
-2,-2,36.5292,0
-2,-3,36.6544,0
-2,-1,36.7792,0
-2,-3,36.9043,0
-2,-1,37.0295,0
-2,-3,37.1544,0
-1,-2,37.2793,0
-3,-2,37.4118,0
-1,-2,37.559,0
-2,-2,37.6623,0
-2,-2,37.7802,0
-2,-2,37.9119,0
-2,-2,38.0555,0
-1,-3,38.1671,0
-2,-1,38.2825,0
-2,-3,38.4074,0
-1,-2,38.5322,0
-2,-2,38.6565,0
-2,-2,38.7821,0
-2,-2,38.9063,0
-1,-2,39.0314,0
-2,-2,39.1563,0
-2,-3,39.2813,0
-1,-2,39.407,0
-2,-2,39.5313,0
-1,-2,39.657,0
-2,-2,39.7813,0
-2,-3,39.9063,0
-1,-2,40.0315,0
-2,-2,40.1564,0
-1,-1,40.2813,0
-2,-3,40.4063,0
-1,-2,40.5312,0
-2,-3,40.6542,0
-1,-1,40.7792,0
-2,-3,40.9046,0
-1,-2,41.0295,0
-2,-2,41.1542,0
0,-2,41.2799,0
-3,-3,41.4042,0
-1,-1,41.5294,0
-1,-3,41.6552,0
-2,-2,41.787,0
-1,-2,41.9054,0
-1,-3,42.0295,0
-2,-2,42.1542,0
-1,-2,42.2792,0
-1,-2,42.4044,0
-2,-3,42.5292,0
0,-1,42.6552,0
-2,-3,42.8019,0
-1,-2,42.9258,0
-1,-2,43.03,0
-1,-2,43.1545,0
-1,-3,43.2793,0
-1,-2,43.4043,0
-1,-2,43.5303,0
-1,-2,43.6541,0
-1,-3,43.7917,0
-1,-1,43.9177,0
-2,-3,44.0331,0
0,-2,44.1567,0
-2,-3,44.2815,0
-1,-1,44.4073,0
-1,-3,44.5312,0
0,-2,44.6543,0
-2,-3,44.7795,0
0,-1,44.9051,0
-2,-3,45.0293,0
0,-2,45.1551,0
-1,-2,45.2793,0
-1,-2,45.4043,0
-1,-3,45.5296,0
-1,-2,45.6547,0
-1,-2,45.7801,0
0,-2,45.9042,0
-1,-3,46.0297,0
-1,-1,46.1545,0
-1,-3,46.2795,0
-1,-2,46.4043,0
0,-3,46.5294,0
-1,-1,46.6543,0
-1,-3,46.7794,0
0,-2,46.9046,0
-1,-3,47.0295,0
-1,-1,47.155,0
-1,-3,47.2793,0
0,-2,47.405,0
-1,-3,47.5605,0
0,-2,47.6743,0
-1,-2,47.807,0
-1,-2,47.9285,0
0,-3,48.0381,0
-1,-2,48.1557,0
0,-2,48.2807,0
-1,-3,48.4048,0
0,-2,48.5297,0
-1,-2,48.6563,0
0,-2,48.79,0
-1,-3,48.9077,0
0,-2,49.0315,0
-1,-2,49.1634,0
0,-2,49.2895,0
-1,-3,49.4075,0
0,-2,49.5321,0
0,-3,49.6546,0
0,-1,49.781,0
-1,-3,49.9103,0
-1,-2,50.0439,0
0,-2,50.158,0
-1,-2,50.2797,0
0,-3,50.4048,0
0,-3,50.5294,0
0,-1,50.6557,0
-1,-3,50.7798,0
0,-2,50.9053,0
0,-2,51.0296,0
0,-2,51.1544,0
0,-3,51.2793,0
0,-2,51.4043,0
-1,-2,51.5293,0
0,-2,51.6543,0
0,-2,51.7793,0
0,-3,51.9043,0
0,-2,52.0293,0
0,-2,52.1545,0
0,-3,52.2794,0
0,-1,52.4052,0
0,-3,52.5296,0
0,-2,52.6543,0
0,-3,52.7792,0
0,-1,52.905,0
0,-3,53.0295,0
0,-2,53.1549,0
0,-3,53.2795,0
0,-2,53.4046,0
0,-2,53.5293,0
0,-3,53.6543,0
0,-1,53.7803,0
0,-3,53.9047,0
0,-3,54.0293,0
0,-2,54.1549,0
0,-2,54.2794,0
0,-2,54.4044,0
0,-3,54.5293,0
0,-1,54.6552,0
0,-3,54.7799,0
0,-2,54.9051,0
1,-3,55.035,0
0,-2,55.1606,0
1,-2,55.2806,0
0,-2,55.4045,0
0,-2,55.5459,0
1,-3,55.6578,0
0,-2,55.7806,0
0,-2,55.9046,0
1,-3,56.0297,0
0,-2,56.1545,0
1,-3,56.2795,0
0,-1,56.4051,0
0,-3,56.541,0
1,-2,56.6584,0
0,-2,56.7819,0
1,-2,56.9126,0
0,-3,57.0323,0
1,-2,57.1564,0
0,-2,57.2824,0
1,-3,57.4078,0
0,-2,57.5463,0
1,-2,57.6553,0
0,-2,57.7796,0
1,-3,57.9044,0
1,-2,58.0294,0
0,-2,58.1551,0
1,-3,58.2792,0
0,-2,58.4049,0
1,-2,58.5293,0
1,-2,58.6543,0
1,-2,58.7793,0
1,-3,58.9043,0
0,-2,59.03,0
1,-2,59.1547,0
0,-2,59.2793,0
1,-3,59.4043,0
1,-2,59.5294,0
1,-2,59.6543,0
0,-2,59.7808,0
1,-2,59.9045,0
1,-3,60.0294,0
1,-2,60.1546,0
1,-2,60.2795,0
1,-2,60.4051,0
1,-3,60.5293,0
1,-1,60.6551,0
1,-3,60.7792,0
1,-2,60.9042,0
0,-2,61.0293,0
2,-3,61.1543,0
0,-2,61.28,0
1,-2,61.4042,0
1,-2,61.5305,0
2,-3,61.6545,0
1,-2,61.7794,0
1,-2,61.9044,0
1,-3,62.0295,0
1,-1,62.1543,0
1,-3,62.2793,0
1,-1,62.4046,0
1,-3,62.5293,0
1,-2,62.6549,0
2,-3,62.7791,0
1,-2,62.9049,0
1,-2,63.0293,0
2,-2,63.1544,0
0,-2,63.2793,0
2,-2,63.4044,0
1,-2,63.5292,0
1,-3,63.6543,0
2,-2,63.7796,0
1,-2,63.9044,0
2,-2,64.0294,0
1,-3,64.1545,0
2,-2,64.2794,0
1,-2,64.4044,0
1,-2,64.5294,0
2,-3,64.6544,0
1,-1,64.7793,0
2,-3,64.9044,0
1,-1,65.0294,0
2,-3,65.1543,0
1,-1,65.2799,0
1,-3,65.4042,0
2,-1,65.5294,0
1,-3,65.6544,0
2,-3,65.7815,0
1,-1,65.9043,0
2,-3,66.0294,0
1,-1,66.1544,0
2,-2,66.2796,0
1,-2,66.4045,0
2,-2,66.5293,0
2,-3,66.6543,0
2,-2,66.7792,0
1,-2,66.9043,0
2,-2,67.0293,0
2,-2,67.1543,0
1,-1,67.2793,0
2,-4,67.4044,0
1,-1,67.5293,0
2,-3,67.6546,0
2,-2,67.803,0
2,-1,67.9044,0
2,-3,68.0294,0
1,-1,68.1543,0
3,-3,68.2793,0
1,-1,68.4043,0
2,-3,68.5292,0
2,-2,68.6543,0
2,-2,68.8617,0
2,-2,68.9936,0
1,-2,69.0443,0
3,-2,69.1559,0
1,-2,69.2804,0
2,-2,69.4046,0
2,-2,69.5397,0
2,-2,69.6609,0
2,-3,69.7864,0
2,-1,69.9052,0
2,-3,70.0296,0
2,-1,70.1546,0
2,-2,70.2795,0
2,-2,70.4043,0
2,-2,70.5294,0
3,-3,70.6542,0
1,-1,70.7809,0
3,-2,70.9051,0
1,-2,71.0353,0
2,-2,71.1551,0
2,-2,71.2793,0
3,-2,71.4043,0
1,-2,71.5295,0
3,-2,71.6543,0
3,-3,71.7792,0
1,-1,71.9059,0
3,-2,72.0293,0
2,-2,72.1544,0
2,-2,72.2792,0
2,-2,72.4043,0
3,-2,72.5293,0
3,-2,72.6543,0
1,-2,72.7802,0
3,-2,72.9044,0
3,-2,73.0293,0
2,-2,73.1545,0
2,-2,73.2794,0
2,-1,73.4043,0
3,-3,73.5292,0
2,-1,73.6543,0
3,-3,73.7793,0
2,-1,73.9043,0
2,-2,74.0295,0
3,-2,74.1544,0
2,-2,74.2793,0
2,-1,74.4042,0
3,-3,74.5292,0
2,-1,74.6543,0
3,-2,74.7792,0
3,-2,74.9751,0
2,-2,75.0515,0
3,-2,75.1589,0
2,-2,75.2801,0
3,-2,75.4108,0
2,-2,75.5384,0
3,-2,75.6556,0
3,-2,75.7797,0
3,-1,75.9219,0
3,-2,76.0374,0
1,-2,76.1583,0
4,-2,76.2843,0
2,-2,76.4045,0
3,-2,76.5292,0
2,-1,76.6545,0
3,-2,76.7793,0
3,-2,76.9043,0
3,-2,77.0297,0
3,-2,77.155,0
2,-1,77.2812,0
3,-2,77.4045,0
3,-2,77.5295,0
3,-2,77.6544,0
3,-2,77.7793,0
3,-1,77.9047,0
3,-3,78.0294,0
2,-1,78.1555,0
3,-2,78.2794,0
3,-1,78.4042,0
4,-3,78.5293,0
3,-1,78.6542,0
2,-2,78.7825,0
4,-2,78.9043,0
2,-1,79.0293,0
4,-3,79.1542,0
2,-1,79.2803,0
3,-2,79.4044,0
3,-1,79.5296,0
3,-2,79.6543,0
4,-2,79.7793,0
3,-1,79.905,0
3,-3,80.0294,0
3,-1,80.1543,0
3,-2,80.2793,0
3,-1,80.4042,0
4,-2,80.5292,0
3,-3,80.6544,0
3,-1,80.7793,0
3,-2,80.9046,0
3,-1,81.0294,0
4,-2,81.1543,0
2,-2,81.2793,0
4,-1,81.4043,0
4,-2,81.5292,0
