WLMouse Beast X Mini Omron Optical (unit 1) - SapphireOS 25H2 - 8Khz High Speed Turbo Mode - Mouse 1 Held
3200
xCount,yCount,Time (ms),buttonflags
8,0,0,0
5,1,0.0068,0
8,1,0.0188,0
6,1,0.0314,0
8,0,0.0444,0
8,1,0.048,0
5,1,0.0515,0
9,0,0.0733,0
5,1,0.367,0
8,1,0.3722,0
5,0,0.4875,0
9,1,0.9868,0
5,1,0.9923,0
6,0,0.9959,0
8,1,0.9994,0
5,1,1.048,0
8,0,1.1656,0
6,1,1.29,0
8,1,1.4149,0
5,0,1.54,0
8,2,1.6649,0
5,1,1.79,0
8,0,1.9169,0
9,1,2.0518,0
5,1,2.1669,0
8,1,2.2912,0
5,1,2.4159,0
8,1,2.5409,0
6,1,2.666,0
8,0,2.7908,0
5,1,2.915,0
8,1,3.0399,0
5,1,3.165,0
8,1,3.2902,0
5,1,3.4149,0
8,1,3.5402,0
6,1,3.665,0
7,1,3.79,0
6,1,3.915,0
8,1,4.04,0
5,1,4.165,0
8,1,4.2899,0
5,1,4.4151,0
8,2,4.5399,0
5,1,4.6653,0
8,1,4.7901,0
5,1,4.9152,0
8,1,5.04,0
6,1,5.165,0
7,1,5.29,0
6,1,5.415,0
7,2,5.5399,0
6,0,5.665,0
7,2,5.7903,0
5,1,5.915,0
8,1,6.0399,0
8,2,6.1649,0
5,0,6.2898,0
5,1,6.415,0
8,2,6.5399,0
5,0,6.6649,0
8,2,6.7899,0
5,1,6.9149,0
7,2,7.04,0
6,1,7.1651,0
7,1,7.2901,0
5,1,7.415,0
8,1,7.54,0
5,2,7.665,0
7,1,7.79,0
5,2,7.9149,0
8,1,8.0398,0
5,1,8.1651,0
7,2,8.2899,0
6,1,8.4152,0
7,1,8.5399,0
5,1,8.6649,0
7,2,8.7902,0
5,1,8.915,0
8,2,9.0398,0
5,1,9.1649,0
7,1,9.2899,0
5,2,9.4149,0
8,1,9.5399,0
5,1,9.6652,0
7,2,9.7901,0
5,1,9.915,0
8,2,10.04,0
5,1,10.165,0
7,2,10.2975,0
5,2,10.416,0
7,1,10.5453,0
5,1,10.6654,0
7,2,10.7901,0
5,1,10.9148,0
7,2,11.0401,0
5,1,11.165,0
7,2,11.2899,0
5,1,11.4187,0
7,2,11.5399,0
5,1,11.6649,0
7,2,11.7898,0
5,1,11.9149,0
7,2,12.0406,0
5,1,12.165,0
7,2,12.2902,0
4,2,12.415,0
8,2,12.5399,0
5,1,12.6652,0
7,2,12.79,0
4,1,12.9148,0
7,2,13.0399,0
5,1,13.1649,0
7,2,13.2898,0
5,2,13.415,0
7,2,13.5401,0
4,1,13.6651,0
7,2,13.7898,0
4,2,13.9148,0
7,1,14.0399,0
5,2,14.1649,0
7,2,14.2899,0
5,1,14.4149,0
6,2,14.5399,0
5,2,14.6649,0
6,2,14.79,0
5,1,14.915,0
7,2,15.04,0
4,2,15.1651,0
7,2,15.2899,0
7,2,15.4149,0
5,1,15.5398,0
3,2,15.6649,0
8,2,15.7898,0
4,2,15.9151,0
7,2,16.0399,0
4,1,16.1649,0
7,3,16.29,0
5,1,16.415,0
6,3,16.5401,0
4,1,16.6651,0
7,2,16.7899,0
4,1,16.9148,0
7,3,17.0397,0
4,1,17.1648,0
7,2,17.2899,0
4,2,17.4151,0
6,2,17.5401,0
7,2,17.6648,0
4,2,17.7899,0
7,3,17.9148,0
4,1,18.0398,0
7,3,18.1648,0
4,1,18.2898,0
6,2,18.4149,0
5,2,18.5398,0
6,3,18.6648,0
4,1,18.7901,0
6,3,18.9147,0
4,1,19.0401,0
7,3,19.165,0
4,2,19.2899,0
6,2,19.4148,0
4,1,19.54,0
6,3,19.6649,0
5,1,19.7899,0
6,3,19.9149,0
4,2,20.0398,0
6,2,20.165,0
4,2,20.2899,0
6,2,20.4151,0
5,2,20.5401,0
6,3,20.665,0
4,1,20.7899,0
6,3,20.9151,0
4,1,21.04,0
6,3,21.1649,0
4,2,21.2898,0
6,3,21.4148,0
4,1,21.5398,0
6,3,21.6648,0
4,2,21.7902,0
6,2,21.915,0
4,2,22.0402,0
6,3,22.1649,0
4,1,22.29,0
6,3,22.4149,0
4,2,22.5427,0
5,3,22.665,0
4,1,22.79,0
6,3,22.9149,0
4,2,23.04,0
6,3,23.165,0
3,1,23.29,0
6,3,23.4148,0
4,2,23.5399,0
6,3,23.6648,0
3,2,23.7899,0
6,2,23.9149,0
4,2,24.0398,0
5,3,24.173,0
4,2,24.29,0
6,3,24.4151,0
3,2,24.5399,0
6,3,24.6648,0
4,2,24.7902,0
5,2,24.9151,0
6,3,25.04,0
3,2,25.165,0
6,3,25.2898,0
3,2,25.4149,0
4,2,25.54,0
5,3,25.6652,0
4,2,25.79,0
5,3,25.9149,0
3,2,26.0399,0
6,3,26.1648,0
3,1,26.2898,0
6,4,26.4148,0
3,2,26.5398,0
5,3,26.6649,0
4,2,26.7899,0
5,2,26.9149,0
3,3,27.0401,0
6,3,27.1648,0
3,2,27.2898,0
5,3,27.4149,0
3,1,27.5398,0
6,4,27.6649,0
3,2,27.7898,0
5,3,27.9148,0
4,1,28.0399,0
5,4,28.165,0
3,2,28.29,0
5,3,28.415,0
3,2,28.5451,0
5,3,28.6656,0
3,2,28.7901,0
5,4,28.915,0
3,1,29.0399,0
5,4,29.1649,0
3,2,29.2898,0
6,3,29.4149,0
3,2,29.5401,0
5,3,29.6651,0
3,2,29.7899,0
5,3,29.9149,0
3,3,30.0399,0
4,3,30.1656,0
4,2,30.2899,0
4,3,30.4154,0
3,2,30.54,0
5,3,30.6649,0
3,3,30.7899,0
4,3,30.9148,0
4,2,31.04,0
4,3,31.1652,0
3,2,31.2899,0
5,4,31.415,0
2,2,31.54,0
5,3,31.6649,0
3,2,31.79,0
4,3,31.9152,0
3,3,32.0403,0
5,3,32.165,0
2,2,32.2899,0
4,4,32.4149,0
4,2,32.5401,0
4,3,32.665,0
3,2,32.79,0
4,4,32.9149,0
3,2,33.0398,0
4,3,33.1648,0
3,2,33.2899,0
4,4,33.4152,0
2,2,33.5401,0
5,3,33.6648,0
3,2,33.7899,0
4,4,33.9149,0
3,2,34.0398,0
4,3,34.1649,0
3,3,34.2899,0
3,3,34.4148,0
3,3,34.5399,0
4,3,34.6648,0
2,2,34.7901,0
4,4,34.9149,0
3,2,35.0401,0
4,4,35.165,0
2,2,35.2898,0
4,3,35.4149,0
4,3,35.5398,0
3,3,35.6648,0
3,3,35.7899,0
2,3,35.915,0
4,3,36.0399,0
3,3,36.1648,0
2,2,36.2899,0
4,3,36.4152,0
2,2,36.54,0
4,4,36.6648,0
2,2,36.7898,0
4,3,36.9148,0
2,3,37.0398,0
4,3,37.1648,0
2,3,37.2901,0
3,3,37.415,0
3,3,37.5399,0
3,3,37.6649,0
3,3,37.79,0
3,3,37.9149,0
2,3,38.04,0
3,3,38.1649,0
2,2,38.2899,0
4,4,38.4149,0
2,3,38.5398,0
3,3,38.6649,0
2,2,38.79,0
3,4,38.9151,0
3,2,39.0399,0
